gift_id,period_start,period_end,gift,recipient_first_name,recipient_last_name,recipient_title,value,department,lobbyist_id,lobbyist_firstname,lobbyist_lastname,created_date
3423,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,refreshments and lunch,Bill,Yeh,Assistant Principal,22.47,CHICAGO PUBLIC SCHOOLS,22743,Olga,Gutierrez,2015-07-16T00:00:00.000
3422,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,refreshments and lunch,Stephen,Tow,Technology Coordinator,22.47,CHICAGO PUBLIC SCHOOLS,22743,Olga,Gutierrez,2015-07-16T00:00:00.000
3421,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,refreshments and lunch,Joanna,Hazelden,Branch Manager,22.47,LIBRARY,22743,Olga,Gutierrez,2015-07-16T00:00:00.000
3401,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,bottle 3G tequila,Staffers,Unknown,25th Ward Aldermanic Office,20,CITY COUNCIL / ALDERMEN,22701,Kara,Salgado,2015-07-15T00:00:00.000
3385,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,Lunch,Raymond,Lopez,Alderman,18.38,CITY COUNCIL / ALDERMEN,23009,Daniel,Lynch,2015-07-15T00:00:00.000
3384,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,Breakfast,Michelle,Smith,Alderman,42,CITY COUNCIL / ALDERMEN,23009,Daniel,Lynch,2015-07-15T00:00:00.000
3383,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,Breakfast,Raymond,Lopez,Alderman,42,CITY COUNCIL / ALDERMEN,23009,Daniel,Lynch,2015-07-15T00:00:00.000
3382,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,Breakfast,Patrick,Thompson,Alderman,42,CITY COUNCIL / ALDERMEN,23009,Daniel,Lynch,2015-07-15T00:00:00.000
3381,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,Breakfast,Brian,Hopkins,Alderman,42,CITY COUNCIL / ALDERMEN,23009,Daniel,Lynch,2015-07-15T00:00:00.000
3341,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,None,None,None,None,0,BUILDINGS,22513,John,Suzuki,2015-07-10T00:00:00.000
3321,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,none,none,none,none,0,AVIATION,23053,Eric,Locke,2015-07-07T00:00:00.000
3301,2015-04-01T00:00:00.000,2015-06-30T00:00:00.000,N/A,N/A,N/A,N/A,0,FINANCE,22394,Morgan,Bassey,2015-07-01T00:00:00.000
3542,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Food/Beverage,Will,Burns,Alderman,18,CITY COUNCIL / ALDERMEN,27863,COURTNEY,NOTTAGE,2015-10-09T00:00:00.000
3441,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Food/Beverage,Will,Burns,Alderman,18,CITY COUNCIL / ALDERMEN,27382,COURTNEY,NOTTAGE,2015-09-04T00:00:00.000
3262,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Food/Beverage,Will,Burns,Alderman,18,CITY COUNCIL / ALDERMEN,24443,COURTNEY,NOTTAGE,2015-04-20T00:00:00.000
3249,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Toy Car,Rahm,Emanuel,Mayor,10,MAYORS OFFICE,22833,Charles,Stephens,2015-04-16T00:00:00.000
3248,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Breakfast,Mary,O'Connor,Alderman,10,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00.000
3247,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Breakfast,Margaret,Laurino,Alderman,10,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00.000
3246,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Lunch,Michael,Zalewski,Alderman,23,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00.000
3245,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Lunch,Tom,Tunney,Alderman,23,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00.000
3244,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Lunch,Michelle,Smith,Alderman,23,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00.000
3243,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Breakfast,Pat,Dowell,Alderman,35,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00.000
3242,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Breakfast,Regnar,Suarez,Alderman,35,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00.000
3241,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Breakfast,Willie,Cochran,Alderman,35,CITY COUNCIL / ALDERMEN,23010,Margaret,Houlihan Smith,2015-04-16T00:00:00.000
3221,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,none,none,none,none,0,AVIATION,23053,Eric,Locke,2015-04-14T00:00:00.000
3201,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,None,None,None,None,0,BUILDINGS,22513,John,Suzuki,2015-04-07T00:00:00.000
3181,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,Food/Beverage,Will,Burns,Alderman,18,CITY COUNCIL / ALDERMEN,23622,COURTNEY,NOTTAGE,2015-04-06T00:00:00.000
3161,2015-01-01T00:00:00.000,2015-03-31T00:00:00.000,NONE,N/A,N/A,N/A,0,FINANCE,22394,Morgan,Bassey,2015-04-02T00:00:00.000
3144,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,book,Ed,Burke,Alderman,20,CITY COUNCIL / ALDERMEN,17769,William,Filan,2015-01-23T00:00:00.000
3143,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,lunch,Adam,Gypalo,Chief of Staff,16.5,CITY COUNCIL / ALDERMEN,17548,Richard,Erickson,2015-01-23T00:00:00.000
3140,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,0,Gerald,Hollowell,Director,0,EMERGENCY MANAGEMENT & COMMUNICATIONS,17032,Michele,Nelson,2015-01-19T00:00:00.000
3139,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Candy,Stinson,Edith,Adm. Asst.,15,FINANCE,17475,Constance,Zaio,2015-01-19T00:00:00.000
3138,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Candy,Carl,Erickson,Adm. Asst.,15,CITY COUNCIL / ALDERMEN,17475,Constance,Zaio,2015-01-19T00:00:00.000
3137,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Lunch,Brendan,Reilly,Alderman,50,CITY COUNCIL / ALDERMEN,17602,Margaret,Houlihan Smith,2015-01-16T00:00:00.000
3136,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Baseball Hat,Rahm,Emanuel,Mayor,20,MAYORS OFFICE,16301,Patricia,Holden,2015-01-16T00:00:00.000
3134,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Jessica,Duarte,PBV,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3133,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Andy,Mooney,Program Director,19.96,PLANNING AND DEVELOPMENT,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3132,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Tracy,Sanchez,Senior Program Manager,19.96,PLANNING AND DEVELOPMENT,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3131,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Tim,Veenstra,Senior Real Estate Development Manager,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3130,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Kari,Saba,VP Management,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3129,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Dinah,Wayne,TIF Division,19.96,PLANNING AND DEVELOPMENT,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3128,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Don,Oshita,Development Manager,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3127,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Susan,Leske,Senior Investment Manager,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3126,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Jolene,Saul,Director PRA Program,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3125,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Ellen,Sahli,Director,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3124,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,George,Cronvich,Analyst,19.96,CHICAGO HOUSING AUTHORITY,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3123,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Lawrence,Grisham,Deputy Comissioner,19.96,PLANNING AND DEVELOPMENT,22593,Lawrence,Pusateri,2015-01-15T00:00:00.000
3122,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,none,none,none,none,0,AVIATION,16297,Eric,Locke,2015-01-13T00:00:00.000
3121,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,0,None,None,None,0,BUILDINGS,17181,John,Suzuki,2015-01-13T00:00:00.000
3120,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Dinah,Wayne,TIF Division,19.96,PLANNING AND DEVELOPMENT,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3119,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Don,Oshita,Development Manager,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3118,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Tim,Veenstra,Senior Real Estate Development Manager,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3117,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Andy,Mooney,Program Director,19.96,PLANNING AND DEVELOPMENT,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3116,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Tracy,Sanchez,Senior Program Manager,19.96,PLANNING AND DEVELOPMENT,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3115,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Susan,Leske,Senior Investment Manager,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3114,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Lawrence,Grisham,Deputy Comissioner,19.96,PLANNING AND DEVELOPMENT,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3113,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Jolene,Saul,Director PRA Program,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3112,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Jessica,Duarte,PBV,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3111,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Kari,Saba,VP Management,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3110,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,George,Cronvich,Analyst,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3109,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Ellen,Sahli,Director,19.96,CHICAGO HOUSING AUTHORITY,22509,Lawrence,Pusateri,2015-01-13T00:00:00.000
3108,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Chip,Hastings,Assistant Comissioner,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00.000
3107,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Anna,Booth,Analyst,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00.000
3106,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Bill,Povala,Monitoring,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00.000
3105,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Tamra,Collins,Analyst,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00.000
3104,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Michelle,Nolan,Project Manager,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00.000
3103,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Barbara,Taylor,Developer Services,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00.000
3102,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Walter,Burnett,Alderman,19.96,CITY COUNCIL / ALDERMEN,22480,Virginia,Pace,2015-01-12T00:00:00.000
3101,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Fruit Box,Ed,Ellis,Assistant Commissioner,19.96,PLANNING AND DEVELOPMENT,22480,Virginia,Pace,2015-01-12T00:00:00.000
3084,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,0,Edward,Ebertsch,Senior Automotive Equipment Analyst,0,FLEET & FACILITY MANAGEMENT,16520,Jody,Joy,2015-01-07T00:00:00.000
3083,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,NONE,N/A,N/A,N/A,0,FINANCE,16553,Morgan,Bassey,2015-01-06T00:00:00.000
3061,2014-10-01T00:00:00.000,2014-12-31T00:00:00.000,Christmas Strawberries,Anikia,Tillery,Computer Operator,39.98,TRANSPORTATION,16416,Justin,Albert,2014-12-22T00:00:00.000
3042,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Beverage,Will,Burns,Alderman,2,CITY COUNCIL / ALDERMEN,21642,COURTNEY,NOTTAGE,2014-10-30T00:00:00.000
3022,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Beverage,Will,Burns,Alderman,2,CITY COUNCIL / ALDERMEN,21562,COURTNEY,NOTTAGE,2014-10-27T00:00:00.000
2983,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Lunch,Adam,Gypalo,Chief of Staff,13.98,CITY COUNCIL / ALDERMEN,17548,Richard,Erickson,2014-10-20T00:00:00.000
2982,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,0,Edward,Ebertsch,Fleet Manager,0,FIRE DEPARTMENT,16520,Jody,Joy,2014-10-20T00:00:00.000
2981,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,0,Gerald,Hollowell,Director,0,EMERGENCY MANAGEMENT & COMMUNICATIONS,17032,Michele,Nelson,2014-10-20T00:00:00.000
2962,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Dinner,Michael,Zalewski,Alderman,35,CITY COUNCIL / ALDERMEN,17601,Daniel,Lynch,2014-10-17T00:00:00.000
2961,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Dinner,Mary,O'Connor,Alderman,46,CITY COUNCIL / ALDERMEN,17601,Daniel,Lynch,2014-10-17T00:00:00.000
2941,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Lunch,Latasha,Thomas,Alderman,14.38,CITY COUNCIL / ALDERMEN,16985,John,Gust,2014-10-16T00:00:00.000
2927,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Book & Notebook at Youth Ambassador Luncheon 7/9/14,Latasha,Thomas,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00.000
2926,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Book & Notebook at Youth Ambassador Luncheon 7/9/14,Ray,Suarez,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00.000
2925,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Book & Notebook at Youth Ambassador Luncheon 7/9/14,Matthew,O'Shea,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00.000
2924,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Book & Notebook at Youth Ambassador Luncheon 7/9/14,Joe,Moreno,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00.000
2923,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Book & Notebook and Youth Ambassador Luncheon 7/9/14,Toni,Foulkes,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00.000
2922,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Book & Notebook and Youth Ambassador Luncheon 7/9/14,George,Cardenas,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00.000
2921,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Book & Notebook at Youth Ambassador Luncheon 7/9/14,Carrie,Austin,Ald,35,CITY COUNCIL / ALDERMEN,16852,Michael,Guerra,2014-10-15T00:00:00.000
2901,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Baseball Hat,Rahm,Emanuel,Mayor,25,MAYORS OFFICE,16301,Patricia,Holden,2014-10-14T00:00:00.000
2881,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,Beverage,Will,Burns,Alderman,2,CITY COUNCIL / ALDERMEN,20682,COURTNEY,NOTTAGE,2014-10-14T00:00:00.000
2861,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,none,none,none,none,0,AVIATION,16297,Eric,Locke,2014-10-10T00:00:00.000
2841,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,book,Ed,Burke,Alderman,20,CITY COUNCIL / ALDERMEN,17769,William,Filan,2014-10-08T00:00:00.000
2821,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,NONE,N/A,N/A,N/A,0,FINANCE,16553,Morgan,Bassey,2014-10-06T00:00:00.000
2801,2014-07-01T00:00:00.000,2014-09-30T00:00:00.000,None,None,None,None,0,BUILDINGS,17181,John,Suzuki,2014-10-01T00:00:00.000
3041,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,21642,COURTNEY,NOTTAGE,2014-10-30T00:00:00.000
3021,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,21562,COURTNEY,NOTTAGE,2014-10-27T00:00:00.000
2781,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,20682,COURTNEY,NOTTAGE,2014-09-09T00:00:00.000
2763,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,20249,COURTNEY,NOTTAGE,2014-07-24T00:00:00.000
2762,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,20246,COURTNEY,NOTTAGE,2014-07-24T00:00:00.000
2742,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,peace sign key chain & collars,Rosemarie,Andolino,commissioner,39,AVIATION,17344,Karen,Kent,2014-07-23T00:00:00.000
2741,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,plant,Rahm,Emanuel,Mayor,35,MAYORS OFFICE,17344,Karen,Kent,2014-07-23T00:00:00.000
2721,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,none,None,None,None,0,BOARD OF EDUCATION,16381,Steven,Ginsberg,2014-07-22T00:00:00.000
2701,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,Mug,Rosemarie,Andolino,Department of Aviation Commissioner,25,AVIATION,17345,Claire,Tinley,2014-07-21T00:00:00.000
2681,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,meal,Brendan,Reilly,Alderman,35,CITY COUNCIL / ALDERMEN,17548,Richard,Erickson,2014-07-21T00:00:00.000
2661,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,none,none,none,none,0,AVIATION,16297,Eric,Locke,2014-07-17T00:00:00.000
2642,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,Meal/Beverage,Will,Burns,Alderman,31.25,CITY COUNCIL / ALDERMEN,19703,COURTNEY,NOTTAGE,2014-07-16T00:00:00.000
2641,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,none,Edward,Ebertsch,Fleet Service,0,FIRE DEPARTMENT,16520,Jody,Joy,2014-07-16T00:00:00.000
2621,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,NA,James,Gilliam,Relationship Manager,0,CITY COUNCIL / ALDERMEN,17062,James,Gilliam,2014-07-11T00:00:00.000
2601,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,None,None,None,None,0,BUILDINGS,17181,John,Suzuki,2014-07-11T00:00:00.000
2581,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,NONE,N/A,N/A,N/A,0,FINANCE,16553,Morgan,Bassey,2014-07-02T00:00:00.000
2561,2014-04-01T00:00:00.000,2014-06-30T00:00:00.000,0,Jerry,Knapp,Deputy Chief,0,FIRE DEPARTMENT,17032,Michele,Nelson,2014-06-30T00:00:00.000
2541,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,None,None,None,None,0,BUILDINGS,17181,John,Suzuki,2014-04-24T00:00:00.000
2501,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,coffee,Sean,Rapelyea,Asst. to the Mayor,3.25,LEGISLATIVE COUNCIL & GOV'T AFFAIRS,17548,Richard,Erickson,2014-04-21T00:00:00.000
2481,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,none,none,None,none,0,AVIATION,16297,Eric,Locke,2014-04-18T00:00:00.000
2466,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,coffee,Jim,Raussen,Deputy Comptroller,3.96,FINANCE,17210,V. Lara,DeLeone,2014-04-16T00:00:00.000
2465,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,Meal,Rahm,Emanuel,Mayor,35,MAYORS OFFICE,17059,Amy,Brennan,2014-04-16T00:00:00.000
2464,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,Meal,David,Spielfogel,Advisor,35,MAYORS OFFICE,17059,Amy,Brennan,2014-04-16T00:00:00.000
2463,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,Meal,Steve,Koch,Deputy Mayor,35,MAYORS OFFICE,17059,Amy,Brennan,2014-04-16T00:00:00.000
2462,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,Meal,Steve,Koch,Deputy Mayor,39,MAYORS OFFICE,17059,Amy,Brennan,2014-04-16T00:00:00.000
2461,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,Meal,Steve,Koch,Deputy Mayor,20,MAYORS OFFICE,17059,Amy,Brennan,2014-04-16T00:00:00.000
2444,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,Luncheon,Patrick,O'Connor,Alderman,25,CITY COUNCIL / ALDERMEN,17602,Margaret,Houlihan Smith,2014-04-15T00:00:00.000
2443,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,Luncheon,Margaret,Laurino,Alderman,25,CITY COUNCIL / ALDERMEN,17602,Margaret,Houlihan Smith,2014-04-15T00:00:00.000
2442,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,Luncheon,Harry,Osterman,Alderman,25,CITY COUNCIL / ALDERMEN,17602,Margaret,Houlihan Smith,2014-04-15T00:00:00.000
2441,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,Luncheon,Debra,Silverstein,Alderman,25,CITY COUNCIL / ALDERMEN,17602,Margaret,Houlihan Smith,2014-04-15T00:00:00.000
2401,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,n/a,n/a,n/a,n/a,0,PARK DISTRICT,16381,Steven,Ginsberg,2014-04-10T00:00:00.000
2381,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,NONE,N/A,N/A,N/A,0,FINANCE,16553,Morgan,Bassey,2014-04-04T00:00:00.000
2364,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,bottle of sponsor tequila,Joe,Moreno,Alderman,20,CITY COUNCIL / ALDERMEN,17592,Kara,Salgado,2014-03-31T00:00:00.000
2362,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,0,Edward,Ebertsch,Fleet Management,0,FIRE DEPARTMENT,16520,Jody,Joy,2014-03-31T00:00:00.000
2361,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,0,Stephen,Halvorsen,Vice President,0,FINANCE,16606,Stephen,Halvorsen,2014-03-31T00:00:00.000
2341,2014-01-01T00:00:00.000,2014-03-31T00:00:00.000,0,Jerry,Knapp,Deputy chief,0,FIRE DEPARTMENT,17032,Michele,Nelson,2014-03-26T00:00:00.000
2329,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,cookies,Brad,McConnell,asst.,35,HOUSING AND ECONOMIC DEVELOPMENT,14366,Stephen,Friedman,2014-02-04T00:00:00.000
2328,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,cookies,Mary,Bonome,Dep. Commissioner,35,HOUSING AND ECONOMIC DEVELOPMENT,14366,Stephen,Friedman,2014-02-04T00:00:00.000
2327,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,cookies,Andrew,Mooney,Commissioner,45,HOUSING AND ECONOMIC DEVELOPMENT,14366,Stephen,Friedman,2014-02-04T00:00:00.000
2326,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,cookies,Kathleen,Dickhut,Dep. Commissioner,35,HOUSING AND ECONOMIC DEVELOPMENT,14366,Stephen,Friedman,2014-02-04T00:00:00.000
2325,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,cookies,Tracy,Sanchez,Asst Treasurer,35,HOUSING AND ECONOMIC DEVELOPMENT,14366,Stephen,Friedman,2014-02-04T00:00:00.000
2324,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,cookies,Jeremy,Fine,Asst. Compt,35,FINANCE,14366,Stephen,Friedman,2014-02-04T00:00:00.000
2323,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,meal,Kimberly,DuBluclet,administrator,46,PARK DISTRICT,11568,Kimberly,McCullough,2014-02-04T00:00:00.000
2322,2013-10-01T00:00:00.000,2013-12-31T00:00:00.000,meal,Diane,Turner,administrator,46,COMMITTEES OF THE CITY COUNCIL,11568,Kimberly,McCullough,2014-02-04T00:00:00.000
